env_steps,rob,phi_rmse,hdot_rmse,va_rmse
3749888,0,19.6322,1.8492,2.30129
7499776,0.000976562,11.753,1.35175,2.42077
11249664,0.0141602,12.3622,1.34813,2.58867
14999552,0.059082,11.2888,1.306,2.45751
18749440,0.0219727,12.6333,1.15837,2.45394
22499328,0.0229492,12.6808,1.26177,2.40883
26249216,0.00244141,13.074,1.40607,2.36065
29999104,0.00683594,14.401,2.02127,2.35147
29999872,0.00878906,15.2853,1.85565,2.41089
