env_steps,rob,rmse,mean,overshoot,band
3749888,1,0.142233,0.103448,0.495291,1
7499776,1,0.219554,0.148688,0.683426,0.993672
11249664,1,0.0484186,0.0187665,0.344475,1
14999552,1,0.0472135,0.0197535,0.323056,1
18749440,1,0.0469704,0.0177145,0.331066,1
22499328,1,0.0461264,0.0143424,0.349497,1
26249216,1,0.0546185,0.0304674,0.285829,1
29999104,1,0.047779,0.0206083,0.299399,1
29999872,1,0.0483377,0.0207777,0.300271,1
