env_steps,rob,rmse,mean,overshoot,band
18874368,1,1.5102,1.06541,4.92352,0.84672
37617664,1,1.44361,1.2321,3.01847,0.744331
56360960,1,0.997665,0.730904,2.33836,0.892524
75104256,1,0.297294,0.203033,0.92443,1
93847552,1,0.896172,0.863565,1.53111,0.994729
112590848,1,0.549171,0.52419,0.736588,1
131334144,1,0.235444,0.217379,0.486275,1
149946368,1,0.16026,0.138352,0.493147,1
