env_steps,rob,phi_rmse,hdot_rmse,va_rmse
3749888,0.655762,11.5038,1.45341,3.04278
7499776,0.509277,13.2151,1.42371,4.09642
11249664,0.502197,8.14065,1.05322,2.60132
14999552,0.795166,9.49504,0.883835,2.39067
18749440,0.969238,8.86845,0.773968,2.46808
22499328,0.86499,8.30081,0.930047,2.66104
26249216,0.91333,9.11851,0.965431,3.32792
29999104,0.874512,10.3905,1.09677,2.5891
29999872,0.911133,9.87961,1.1354,2.39761
