env_steps,rob,rmse,mean,overshoot,band
3749888,1,0.717158,0.587724,1.59157,0.975772
7499776,1,0.224417,0.139069,0.791491,1
11249664,1,0.195684,0.133832,0.702126,1
14999552,1,0.19993,0.090357,0.804487,1
18749440,1,0.183191,0.126411,0.607127,1
22499328,1,0.135526,0.0789052,0.554666,1
26249216,1,0.130139,0.0769356,0.457247,1
29999104,1,0.112928,0.0558778,0.51141,1
29999872,1,0.109274,0.055989,0.452918,1
