env_steps,rob,rmse,mean,overshoot,band
3749888,1,0.0837395,0.0484275,0.352596,1
7499776,1,0.0675689,0.0322737,0.372186,1
11249664,1,0.0523802,0.0233113,0.338187,1
14999552,1,0.0591054,0.0296111,0.366404,1
18749440,1,0.0482073,0.0213011,0.326542,1
22499328,1,0.0463165,0.0189641,0.315824,1
26249216,1,0.0478551,0.0193188,0.325692,1
29999104,1,0.0468377,0.0196568,0.332084,1
29999872,1,0.0458169,0.0185072,0.320469,1
