env_steps,rob,phi_rmse,hdot_rmse,va_rmse
3749888,0.0117188,18.0447,1.69069,2.53774
7499776,0.000244141,10.8589,1.23457,2.56988
11249664,0.000488281,11.5774,1.29166,2.37366
14999552,0.00195312,11.4247,1.11437,2.17316
18749440,0.00146484,11.7873,1.13037,2.33552
22499328,0.000244141,12.4379,1.01038,2.68748
26249216,0.00732422,10.969,1.00172,2.35891
29999104,0.000976562,11.5728,1.0547,2.3333
29999872,0.00317383,11.8036,1.05115,2.3066
