env_steps,rob,rmse,mean,overshoot,band
18874368,0,1.33851,0.95829,4.14714,0.854082
37617664,1,2.35652,1.91128,4.69142,0.594956
56360960,1,1.01204,0.768682,2.31077,0.901993
75104256,1,0.630213,0.481962,1.47614,0.986988
93847552,1,0.621097,0.440295,1.69522,0.992926
112590848,1,1.88598,1.81079,2.53437,0.560107
131334144,1,0.283346,0.202262,0.814972,1
149946368,1,0.389014,0.347145,0.866576,1
