env_steps,rob,phi_rmse,hdot_rmse,va_rmse
3749888,0.172607,12.072,1.06019,2.9977
7499776,0.677246,10.1251,1.16307,2.27738
11249664,0.77124,9.64517,0.802718,2.06632
14999552,0.933594,9.34061,0.896936,2.20255
18749440,0.865723,10.5981,0.766259,2.68754
22499328,0.944092,10.3632,0.749532,2.37687
26249216,0.853516,8.80067,1.01083,3.25229
29999104,0.863281,10.0426,1.0071,3.76736
29999872,0.88208,9.63221,0.99888,4.10404
